"iso3","year","gdp_current_usd"
"HKG",2023,381043026173.935
"HKG",2018,361731070995.726
"HKG",2013,275696879834.966
"HKG",2008,219278749139.734
"HKG",2003,161385558801.811
"HUN",2023,213240316634.648
"HUN",2018,161184691013.835
"HUN",2013,135646053778.582
"HUN",2008,158228265915.534
"HUN",2003,85190469121.074
"ISL",2023,31677891896.7861
"ISL",2018,26677652544.3499
"ISL",2013,16244319958.6808
"ISL",2008,18247921360.2599
"ISL",2003,11564687741.9859
"IND",2023,3638489096033.86
"IND",2018,2702929641648.74
"IND",2013,1856721507621.58
"IND",2008,1198895139005.92
"IND",2003,607700687237.318
"IDN",2023,1371169301563.62
"IDN",2018,1042271532988.63
"IDN",2013,912524136718.018
"IDN",2008,510228634992.258
"IDN",2003,234772463823.808
"IRN",2023,457510482317.483
"IRN",2018,411903303606.044
"IRN",2013,500399839839.877
"IRN",2008,406070949553.875
"IRN",2003,151911222119.488
"IRQ",2023,268881051643.549
"IRQ",2018,227367469034.031
"IRQ",2013,234637675128.645
"IRQ",2008,131614434153.505
"IRQ",2003,21921569478.8163
"IRL",2023,567372737459.116
"IRL",2018,395780319816.603
"IRL",2013,242924245718.756
"IRL",2008,275447471451.063
"IRL",2003,164670771259.602
"IMN",2023,NA
"IMN",2018,7491649455.92717
"IMN",2013,7001175622.71266
"IMN",2008,5928791505.35144
"IMN",2003,2252620408.16327
"ISR",2023,512184638998.974
"ISR",2018,376299083108.497
"ISR",2013,298478070673.058
"ISR",2008,221231658862.876
"ISR",2003,131408914824.005
"ITA",2023,2316727999333.18
"ITA",2018,2099435266458.67
"ITA",2013,2153225581941.46
"ITA",2008,2417508414187.19
"ITA",2003,1582930016538.82
"JAM",2023,21418804319.6395
"JAM",2018,16855447986.2221
"JAM",2013,14264205152.6126
"JAM",2008,13709401520.0326
"JAM",2003,9430234810.78586
"JPN",2023,4213167237905.83
"JPN",2018,5040880939324.86
"JPN",2013,5212328181166.18
"JPN",2008,5106679115127.3
"JPN",2003,4519561645253.53
"JOR",2023,51088476338.0282
"JOR",2018,43370860704.2254
"JOR",2013,34454440140.8451
"JOR",2008,22658715989.3302
"JOR",2003,10195627644.5698
"KAZ",2023,261840101059.923
"KAZ",2018,179339977690.485
"KAZ",2013,236634603409.089
"KAZ",2008,133441648851.982
"KAZ",2003,30833692900.1091
"KEN",2023,107500884685.013
"KEN",2018,92202979985.2863
"KEN",2013,61671440407.8387
"KEN",2008,35895153327.8497
"KEN",2003,14904517649.8476
"KIR",2023,288610747.738991
"KIR",2018,233514717.441266
"KIR",2013,201730860.757856
"KIR",2008,147017894.97877
"KIR",2003,96105619.3795504
"PRK",2023,NA
"PRK",2018,NA
"PRK",2013,NA
"PRK",2008,NA
"PRK",2003,NA
"KOR",2023,1844800934391.54
"KOR",2018,1824251454306.83
"KOR",2013,1434669686501.84
"KOR",2008,1091580692542.34
"KOR",2003,728516494684.269
"XKX",2023,10468224574.7539
"XKX",2018,7878762812.27689
"XKX",2013,6735328609.6594
"XKX",2008,5181776768.71247
"XKX",2003,NA
"KWT",2023,165384407116.233
"KWT",2018,138646316350.727
"KWT",2013,174168116534.844
"KWT",2008,147379737229.753
"KWT",2003,47874582231.588
"KGZ",2023,15180842369.4894
"KGZ",2018,8271106235.41552
"KGZ",2013,7335033800.59056
"KGZ",2008,5139958909.17936
"KGZ",2003,1919008090.49641
"LAO",2023,15843155731.2552
"LAO",2018,18141641089.7963
"LAO",2013,11983252626.5452
"LAO",2008,5446433157.40114
"LAO",2003,2023324407.28414
"LVA",2023,42779550936.838
"LVA",2018,33247935477.3576
"LVA",2013,29152128167.8438
"LVA",2008,34135200994.0067
"LVA",2003,11244337719.8377
"LBN",2023,20078620356.9931
"LBN",2018,54901519155.5556
"LBN",2013,46880103080.597
"LBN",2008,29118916105.4726
"LBN",2003,20082918739.6352
"LSO",2023,2117962445.37471
"LSO",2018,2556247291.99785
"LSO",2013,2367112931.642
"LSO",2008,1766902709.19935
"LSO",2003,1157825434.78971
"LBR",2023,4.39e+09
"LBR",2018,3422754800
"LBR",2013,3177198100
"LBR",2008,1.726e+09
"LBR",2003,7.48e+08
"LBY",2023,44027664915.187
"LBY",2018,76686029772.1483
"LBY",2013,75351107029.0605
"LBY",2008,86710767415.1371
"LBY",2003,26265625000
"LIE",2023,8239379403.22096
"LIE",2018,6692620691.84146
"LIE",2013,6391708310.67727
"LIE",2008,5081479840.08716
"LIE",2003,3070803051.42164
"LTU",2023,79789877416.1681
"LTU",2018,54261795148.5372
"LTU",2013,46303660422.0434
"LTU",2008,47831254207.5223
"LTU",2003,18809197969.5431
"LUX",2023,88788881539.3937
"LUX",2018,71085623495.1145
"LUX",2013,65203276466.9763
"LUX",2008,58844277701.5258
"LUX",2003,29667268248.1305
"MAC",2023,45626467279.891
"MAC",2018,55076322634.344
"MAC",2013,51559125350.236
"MAC",2008,21027018332.6663
"MAC",2003,8246479565.94248
"MDG",2023,15869945477.8505
"MDG",2018,13760033282.2925
"MDG",2013,12423555455.3853
"MDG",2008,10725137723.6549
"MDG",2003,6372498889.66585
"MWI",2023,13363669672.9405
"MWI",2018,9879220354.29186
"MWI",2013,8031571927.62055
"MWI",2008,7743617352.21427
"MWI",2003,4669789300.35662
"MYS",2023,399949418752.657
"MYS",2018,358788845712.53
"MYS",2013,323276235524.415
"MYS",2008,230811614370.384
"MYS",2003,110202368421.053
"MDV",2023,6621008703.95743
"MDV",2018,5404344162.69888
"MDV",2013,3295009237.50107
"MDV",2008,2271646187.5
"MDV",2003,1052121054.6875
"MLI",2023,24813860598.5307
"MLI",2018,20368015381.2413
"MLI",2013,15747192680.9101
"MLI",2008,11462490840.2784
"MLI",2003,5605613011.29045
"MLT",2023,22610561526.1461
"MLT",2018,16153779510.9928
"MLT",2013,10796782636.1081
"MLT",2008,9135419464.96088
"MLT",2003,5418315224.40862
"MHL",2023,263761322.021484
"MHL",2018,2.2e+08
"MHL",2013,186400000
"MHL",2008,146600000
"MHL",2003,131128500
"MRT",2023,10726838461.3987
"MRT",2018,7473550557.07378
"MRT",2013,7223071097.08417
"MRT",2008,5206437193.80413
"MRT",2003,2051147606.73687
"MUS",2023,14072212290.4596
"MUS",2018,14957535715.9696
"MUS",2013,12434596541.2996
"MUS",2008,10127777060.4113
"MUS",2003,5894873919.74797
"MEX",2023,1798317581486.88
"MEX",2018,1256300182879.73
"MEX",2013,1327436290282.67
"MEX",2008,1161553459715.1
"MEX",2003,765549967703.273
"FSM",2023,441469400
"FSM",2018,3.92e+08
"FSM",2013,312808581.662958
"FSM",2008,258124736.278522
"FSM",2003,240949861.080731
"MDA",2023,16711906746.2133
"MDA",2018,11252353420.8798
"MDA",2013,9496717875.51932
"MDA",2008,6054824248.24221
"MDA",2003,1980907434.76826
"MCO",2023,10003892565.2005
"MCO",2018,7184333936.01355
"MCO",2013,6555591709.88585
"MCO",2008,6502942244.93068
"MCO",2003,3597089750.78276
"MNG",2023,20325121393.9074
"MNG",2018,13178094720.4986
"MNG",2013,12582122604.2577
"MNG",2008,5623216608.04288
"MNG",2003,1595297355.78349
"MNE",2023,7644389159.84471
"MNE",2018,5433467174.79183
"MNE",2013,4422097762.7848
"MNE",2008,4540861725.50168
"MNE",2003,1707710053.14938
"MAR",2023,146036093666.762
"MAR",2018,127341147581.818
"MAR",2013,115739287305.08
"MAR",2008,101822906949.063
"MAR",2003,58029363354.2757
"MOZ",2023,20921079532.6094
"MOZ",2018,15017358952.8452
"MOZ",2013,17198073057.1981
"MOZ",2008,12920340964.6544
"MOZ",2003,6583526860.58062
"MMR",2023,66757619000
"MMR",2018,67860515993.1186
"MMR",2013,60269732854.827
"MMR",2008,31862554101.9378
"MMR",2003,10467109977.6717
"NAM",2023,12408271449.2244
"NAM",2018,13682019076.4022
"NAM",2013,12043307277.1235
"NAM",2008,8607431497.49471
"NAM",2003,4926439383.51425
"NRU",2023,151435609.578807
"NRU",2018,130995566.30391
"NRU",2013,94385014.9425842
"NRU",2008,37602264.7306872
"NRU",2003,24778159.5806639
"NPL",2023,41047772331.0994
"NPL",2018,33111525237.149
"NPL",2013,22162204924.5726
"NPL",2008,12545438605.3959
"NPL",2003,6330473096.54071
"NLD",2023,1135475867551
"NLD",2018,929733599796.862
"NLD",2013,883951539006.669
"NLD",2008,957901566041.406
"NLD",2003,582435617081.96
"NCL",2023,9769167530.35744
"NCL",2018,9896402283.68587
"NCL",2013,10151382933.1594
"NCL",2008,9067619760.07073
"NCL",2003,4915353827.10576
"NZL",2023,255194972673.122
"NZL",2018,211985631173.205
"NZL",2013,191012364176.878
"NZL",2008,133437126590.286
"NZL",2003,88250885550.2626
"NIC",2023,17805842283.8725
"NIC",2018,13025221974.232
"NIC",2013,10982988249.2103
"NIC",2008,8496967596.77008
"NIC",2003,5322228350.58068
"NER",2023,16698786977.59
"NER",2018,12837307496.8821
"NER",2013,10224897437.8648
"NER",2008,7297600226.00536
"NER",2003,3394084732.49543
"NGA",2023,487387801880.597
"NGA",2018,421739251509.08
"NGA",2013,520117180313.906
"NGA",2008,339476276257.793
"NGA",2003,104738954264.226
"MKD",2023,15855131188.9092
"MKD",2018,12683068114.2388
"MKD",2013,10817702346.0674
"MKD",2008,9909552434.51136
"MKD",2003,4946296599.08467
"MNP",2023,NA
"MNP",2018,1.301e+09
"MNP",2013,7.72e+08
"MNP",2008,9.39e+08
"MNP",2003,1.239e+09
"NOR",2023,482949731776.587
"NOR",2018,439788625883.8
"NOR",2013,526014468085.106
"NOR",2008,464917553191.489
"NOR",2003,229385469337.024
"OMN",2023,106174708036.51
"OMN",2018,91505851755.5267
"OMN",2013,89936020806.2419
"OMN",2008,69804681404.4213
"OMN",2003,24733680104.0312
"PAK",2023,336686348609.266
"PAK",2018,356128166704.921
"PAK",2013,258657231672.412
"PAK",2008,202203748583.854
"PAK",2003,112371913740.823
"PLW",2023,276733062.744141
"PLW",2018,287998352.050781
"PLW",2013,224110610.961914
"PLW",2008,201067733.764648
"PLW",2003,154566787.719727
"PAN",2023,83812155244.3352
"PAN",2018,67316471181.2488
"PAN",2013,46949496479.4008
"PAN",2008,25721327955.2772
"PAN",2003,13603456003.2851
"PNG",2023,30816367066.9594
"PNG",2018,24109780708.0268
"PNG",2013,21261338064.8783
"PNG",2008,11670892800.5309
"PNG",2003,3536411824.2958
"PRY",2023,43118053174.5461
"PRY",2018,40225448340.6341
"PRY",2013,38501122141.4135
"PRY",2008,24615267663.5385
"PRY",2003,7691367471.17992
"PER",2023,266958720837.988
"PER",2018,222597009739.235
"PER",2013,201175543571.392
"PER",2008,120550599815.441
"PER",2003,58731030121.8671
"PHL",2023,437055627244.424
"PHL",2018,346841896587.313
"PHL",2013,283902828588.718
"PHL",2008,181624626327.361
"PHL",2003,87039092974.2272
"POL",2023,812451193396.143
"POL",2018,594616687350.017
"POL",2013,518179836405.36
"POL",2008,535612030671.888
"POL",2003,218561225998.47
"PRT",2023,292323800948.839
"PRT",2018,242092894542.888
"PRT",2013,226677408291.745
"PRT",2008,263416394624.084
"PRT",2003,165226175536.793
"PRI",2023,118478754280.882
"PRI",2018,100958100000
"PRI",2013,1.0245e+11
"PRI",2008,93639300000
"PRI",2003,74827400000
"QAT",2023,217308516483.516
"QAT",2018,183335164835.165
"QAT",2013,198727747252.747
"QAT",2008,115270054945.055
"QAT",2003,23533791208.7912
"ROU",2023,347757995758.914
"ROU",2018,241791427223.903
"ROU",2013,189798603751.235
"ROU",2008,214315932061.275
"ROU",2003,57806384143.166
"RUS",2023,2071505725030.58
"RUS",2018,1657328773461.31
"RUS",2013,2292470078346.22
"RUS",2008,1660848058303.11
"RUS",2003,430347420184.885
"RWA",2023,14331722703.4134
"RWA",2018,9637904520.86283
"RWA",2013,7819964030.17937
"RWA",2008,5179854064.57033
"RWA",2003,2138237278.73822
"WSM",2023,1044909500.02527
"WSM",2018,878448433.404342
"WSM",2013,797736334.281305
"WSM",2008,641346191.664776
"WSM",2003,333426188.41876
"SMR",2023,2027527227.831
"SMR",2018,1655353653.05934
"SMR",2013,1678741475.14095
"SMR",2008,2403213305.03601
"SMR",2003,1462590266.59186
"STP",2023,690456806.696406
"STP",2018,383717327.830508
"STP",2013,267041747.584354
"STP",2008,188021165.00338
"STP",2003,102085769.123419
"SAU",2023,1218584533333.33
"SAU",2018,886564800000
"SAU",2013,769755733333.333
"SAU",2008,519796800000
"SAU",2003,215807733333.333
"SEN",2023,30696331295.7826
"SEN",2018,23116701556.1381
"SEN",2013,18918667724.8817
"SEN",2008,16853989627.548
"SEN",2003,8768721563.18211
"SRB",2023,81343999280.0179
"SRB",2018,52787520248.9242
"SRB",2013,50455529604.0696
"SRB",2008,54220641201.6474
"SRB",2003,23593044417.5086
"SYC",2023,2187379754.66167
"SYC",2018,1784313926.76807
"SYC",2013,1333160407.38516
"SYC",2008,979597394.293453
"SYC",2003,750847230.099263
"SLE",2023,6415852766.73832
"SLE",2018,6390514688.52816
"SLE",2013,7502762862.72657
"SLE",2008,4157895298.19572
"SLE",2003,2142618045.93129
"SGP",2023,505439514078.019
"SGP",2018,377123710560.614
"SGP",2013,307576360584.992
"SGP",2008,193617323539.203
"SGP",2003,97646401095.6369
"SXM",2023,1686525953.05006
"SXM",2018,1259200446.92737
"SXM",2013,1022905027.93296
"SXM",2008,NA
"SXM",2003,NA
"SVK",2023,133578518423.544
"SVK",2018,106611673364.837
"SVK",2013,99134277850.3418
"SVK",2008,100830060552.902
"SVK",2003,46616149116.7411
"SVN",2023,69255264238.3855
"SVN",2018,53689067639.9176
"SVN",2013,47867056858.8892
"SVN",2008,55509332322.3578
"SVN",2003,29360575031.8177
"SLB",2023,1506124566.40404
"SLB",2018,1615473250.25259
"SLB",2013,1285905957.64116
"SLB",2008,776335523.470373
"SLB",2003,417666638.600021
"SOM",2023,1.0958e+10
"SOM",2018,7.873e+09
"SOM",2013,5062881600.00104
"SOM",2008,5913620292.90573
"SOM",2003,2836724351.5616
"ZAF",2023,381440724491.232
"ZAF",2018,405260723892.517
"ZAF",2013,400886013595.573
"ZAF",2008,316131258616.309
"ZAF",2003,197018965308.697
"SSD",2023,NA
"SSD",2018,NA
"SSD",2013,18426469016.9492
"SSD",2008,14586253383.0632
"SSD",2003,NA
"ESP",2023,1619481980719.64
"ESP",2018,1431642809327.06
"ESP",2013,1362186923157.65
"ESP",2008,1636115447612.5
"ESP",2003,907963217057.645
"LKA",2023,83716142582.1945
"LKA",2018,94450015982.8405
"LKA",2013,76976203829.4765
"LKA",2008,40713826215.0093
"LKA",2003,18881765437.2151
"KNA",2023,1055651851.85185
"KNA",2018,1076548148.14815
"KNA",2013,874548148.148148
"KNA",2008,777692592.592593
"KNA",2003,469869869.86987
"LCA",2023,2430166666.66667
"LCA",2018,2060955555.55556
"LCA",2013,1660392592.59259
"LCA",2008,1437731111.11111
"LCA",2003,987407407.407407
"MAF",2023,NA
"MAF",2018,NA
"MAF",2013,NA
"MAF",2008,NA
"MAF",2003,NA
"VCT",2023,1072237037.03704
"VCT",2018,884329629.62963
"VCT",2013,764781259.259259
"VCT",2008,732663259.259259
"VCT",2003,509090888.888889
"SDN",2023,39898289820.7951
"SDN",2018,32333780383.2924
"SDN",2013,43024018082.1918
"SDN",2008,64833083257.1431
"SDN",2003,21355298459.5955
"SUR",2023,3472693412.08497
"SUR",2018,3996198866.57453
"SUR",2013,5145757575.75758
"SUR",2008,3532969034.60838
"SUR",2003,1274190311.41869
"SWE",2023,578990915246.07
"SWE",2018,549649344043.182
"SWE",2013,584125353119.18
"SWE",2008,514614100832.941
"SWE",2003,334072443515.576
"CHE",2023,894424821645.205
"CHE",2018,725568717468.001
"CHE",2013,706234937370.968
"CHE",2008,567267767519.158
"CHE",2003,362075086507.76
"SYR",2023,NA
"SYR",2018,21497782867.6426
"SYR",2013,21361254635.051
"SYR",2008,52557913568.9549
"SYR",2003,21828144686.0394
"TJK",2023,12244169292.7998
"TJK",2018,7764999999.45362
"TJK",2013,8448411318.25417
"TJK",2008,5161299725.27673
"TJK",2003,1555318261.4172
"TZA",2023,79030935627.0781
"TZA",2018,57003712892.0858
"TZA",2013,45648857242.315
"TZA",2008,27947821397.9272
"TZA",2003,15211487708.7684
"THA",2023,515906283940.933
"THA",2018,506754208404.485
"THA",2013,420333654592.547
"THA",2008,291382982430.951
"THA",2003,152280615245.887
"TLS",2023,2079767170.22651
"TLS",2018,1555988614.43594
"TLS",2013,1395727420.71268
"TLS",2008,648523571.342018
"TLS",2003,490439116.183565
"TGO",2023,9816236302.58515
"TGO",2018,7029215766.46367
"TGO",2013,6021729629.82454
"TGO",2008,4578847112.70688
"TGO",2003,2987984050.99318
"TON",2023,591139749.44287
"TON",2018,493530783.00463
"TON",2013,451788498.263614
"TON",2008,344438844.333518
"TON",2003,202246591.215502
"TTO",2023,25036993423.3664
"TTO",2018,23883058083.2171
"TTO",2013,28560537057.1548
"TTO",2008,27871587349.5413
"TTO",2003,11305459802.0683
"TUN",2023,48205328303.3398
"TUN",2018,42686504459.801
"TUN",2013,48685446413.953
"TUN",2008,44859439902.2191
"TUN",2003,27453902261.4629
"TUR",2023,1141242864657.45
"TUR",2018,788356985773.667
"TUR",2013,962167643588.925
"TUR",2008,775415944332.866
"TUR",2003,315392899922.379
"TKM",2023,45894538665.5538
"TKM",2018,40765428571.4286
"TKM",2013,39197543859.6491
"TKM",2008,19271523178.8079
"TKM",2003,5977440582.80171
"TCA",2023,1638653000
"TCA",2018,1314329000
"TCA",2013,863328000
"TCA",2008,862684000
"TCA",2003,409753600
"TUV",2023,62280311.5852172
"TUV",2018,48015259.8751356
"TUV",2013,38615890.6320745
"TUV",2008,31874434.857882
"TUV",2003,19456338.0318228
"UGA",2023,48768955863.3175
"UGA",2018,32927025619.6795
"UGA",2013,28915786516.6123
"UGA",2008,14440404132.2047
"UGA",2003,6606884275.23087
"UKR",2023,181221517868.744
"UKR",2018,130891088293.55
"UKR",2013,190498811460.028
"UKR",2008,188110390659.515
"UKR",2003,52010355753.0461
"ARE",2023,522622191967.325
"ARE",2018,440560108917.631
"ARE",2013,409632675289.313
"ARE",2008,315474615738.598
"ARE",2003,124346358066.712
"GBR",2023,3420796653789.08
"GBR",2018,2897028009916.05
"GBR",2013,2796908333283.39
"GBR",2008,2945251838235.29
"GBR",2003,2061227755102.04
"USA",2023,27292170793214.4
"USA",2018,20533057312000
"USA",2013,16843190993000
"USA",2008,14769857911000
"USA",2003,11456442041000
"URY",2023,77991666837.7382
"URY",2018,65344577415.7535
"URY",2013,61337621933.7857
"URY",2008,31119602538.8322
"URY",2003,12045638351.8507
"UZB",2023,102641879248.764
"UZB",2018,58695899092.1083
"UZB",2013,73180037914.9104
"UZB",2008,29549438883.8338
"UZB",2003,10134453435.4603
"VUT",2023,1115861055.72463
"VUT",2018,914727908.137793
"VUT",2013,758304466.245339
"VUT",2008,590748429.401902
"VUT",2003,314471413.001776
"VEN",2023,102376526555.948
"VEN",2018,102021093964.682
"VEN",2013,258930655486.37
"VEN",2008,315953388510.678
"VEN",2003,83620628582.1082
"VNM",2023,433857681378.291
"VNM",2018,310106478394.659
"VNM",2013,213708811665.34
"VNM",2008,99130304099.1274
"VNM",2003,39552513231.9169
"VIR",2023,NA
"VIR",2018,3.923e+09
"VIR",2013,3.738e+09
"VIR",2008,4.244e+09
"VIR",2003,3.443e+09
"PSE",2023,17847900000
"PSE",2018,16276600000
"PSE",2013,13515500000
"PSE",2008,7310400000
"PSE",2003,3.968e+09
"YEM",2023,NA
"YEM",2018,21606160663.0318
"YEM",2013,40415233436.1767
"YEM",2008,26910855807.288
"YEM",2003,11777532662.0499
"ZMB",2023,27577956471.244
"ZMB",2018,26311507273.6735
"ZMB",2013,28037239462.7142
"ZMB",2008,17910858637.9048
"ZMB",2003,4901869764.05957
"ZWE",2023,35871779680.6335
"ZWE",2018,34141666666.6667
"ZWE",2013,19100750000
"ZWE",2008,4.418e+09
"ZWE",2003,5730500000
